date,rho,converged,n_iters
2016-03-14,0.8398526310920715,True,50
2016-03-15,0.8980321884155273,True,71
2016-03-16,0.9217419028282166,True,91
2016-03-17,0.9195095896720886,True,86
2016-03-18,0.8910312652587891,True,60
2016-03-21,0.8468206524848938,True,46
2016-03-22,0.973991334438324,True,257
2016-03-23,0.8819579482078552,True,45
2016-03-24,0.8883650898933411,True,59
2016-03-28,0.9141180515289307,True,75
2016-03-29,0.8543741703033447,True,47
2016-03-30,0.771159291267395,True,38
2016-03-31,0.8979607224464417,True,75
2016-04-01,0.9100643396377563,True,78
2016-04-04,0.9208848476409912,True,90
2016-04-05,0.8336109519004822,True,44
2016-04-06,0.7977472543716431,True,38
2016-04-07,0.9164522290229797,True,78
2016-04-08,0.8912230730056763,True,67
2016-04-11,0.7924474477767944,True,30
2016-04-12,0.9389036297798157,True,92
2016-04-13,0.8779423832893372,True,65
2016-04-14,0.9520286917686462,True,155
2016-04-15,0.8949834704399109,True,56
2016-04-18,0.8454792499542236,True,47
2016-04-19,0.8119263648986816,True,40
2016-04-20,0.8002567887306213,True,34
2016-04-21,0.8142120242118835,True,39
2016-04-22,0.6812633872032166,True,26
2016-04-25,0.6859237551689148,True,23
2016-04-26,0.6965357661247253,True,25
2016-04-27,0.7653970718383789,True,33
2016-04-28,0.6964288949966431,True,25
2016-04-29,0.690174400806427,True,23
2016-05-02,0.7139983177185059,True,24
2016-05-03,0.6784370541572571,True,21
2016-05-04,0.844089150428772,True,37
2016-05-05,0.7481153607368469,True,32
2016-05-06,0.7654111385345459,True,30
2016-05-09,0.7206319570541382,True,25
2016-05-10,0.7660212516784668,True,34
2016-05-11,0.7182731032371521,True,31
2016-05-12,0.7097790241241455,True,28
2016-05-13,0.696971595287323,True,26
2016-05-16,0.7421597838401794,True,30
2016-05-17,0.7887411713600159,True,38
2016-05-18,0.7646158933639526,True,34
2016-05-19,0.7611538767814636,True,28
2016-05-20,0.7252418398857117,True,27
2016-05-23,0.7965602278709412,True,35
2016-05-24,0.7844531536102295,True,36
2016-05-25,0.7376546263694763,True,32
2016-05-26,0.8078489899635315,True,42
2016-05-27,0.7786409258842468,True,35
2016-05-31,0.7336558103561401,True,33
2016-06-01,0.8052140474319458,True,43
2016-06-02,0.8048635721206665,True,39
2016-06-03,0.8193612098693848,True,53
2016-06-06,0.908922553062439,True,83
2016-06-07,0.9156779646873474,True,78
2016-06-08,0.8679091334342957,True,55
2016-06-09,0.8757009506225586,True,56
2016-06-10,0.859675407409668,True,52
2016-06-13,0.8643873929977417,True,33
2016-06-14,0.9442290663719177,True,96
2016-06-15,0.8492267727851868,True,45
2016-06-16,0.9184709787368774,True,73
2016-06-17,0.7554165124893188,True,29
2016-06-20,0.8768519163131714,True,59
2016-06-21,0.946094274520874,True,118
2016-06-22,0.8953608274459839,True,67
2016-06-23,0.8870424628257751,True,64
2016-06-24,0.9159190058708191,True,89
2016-06-27,0.9109846949577332,True,85
2016-06-28,0.8463284373283386,True,33
2016-06-29,0.8405722379684448,True,45
2016-06-30,0.8692358136177063,True,56
2016-07-01,0.8392603397369385,True,34
2016-07-05,0.8715880513191223,True,50
2016-07-06,0.8716844320297241,True,55
2016-07-07,0.826888382434845,True,46
2016-07-08,0.9039096832275391,True,78
2016-07-11,0.8488764762878418,True,52
