date,rho,converged,n_iters
2016-03-14,0.6946200728416443,True,18
2016-03-15,0.6660878658294678,True,17
2016-03-16,0.6667656302452087,True,14
2016-03-17,0.6664686799049377,True,13
2016-03-18,0.6688413023948669,True,15
2016-03-21,0.6716761589050293,True,14
2016-03-22,0.6677553057670593,True,14
2016-03-23,0.6677036285400391,True,15
2016-03-24,0.6648534536361694,True,15
2016-03-28,0.6642074584960938,True,15
2016-03-29,0.6947794556617737,True,19
2016-03-30,0.6806172728538513,True,18
2016-03-31,0.7148255705833435,True,21
2016-04-01,0.6953117251396179,True,19
2016-04-04,0.6770501136779785,True,18
2016-04-05,0.6643601059913635,True,14
2016-04-06,0.6674489974975586,True,15
2016-04-07,0.680808424949646,True,18
2016-04-08,0.6877914071083069,True,18
2016-04-11,0.6911712288856506,True,19
2016-04-12,0.7248818874359131,True,20
2016-04-13,0.6978179216384888,True,20
2016-04-14,0.6872066855430603,True,14
2016-04-15,0.6805850863456726,True,16
2016-04-18,0.68451988697052,True,17
2016-04-19,0.6971350908279419,True,19
2016-04-20,0.6904908418655396,True,19
2016-04-21,0.6850975751876831,True,15
2016-04-22,0.6848717927932739,True,17
2016-04-25,0.6821179986000061,True,15
2016-04-26,0.6920316219329834,True,16
2016-04-27,0.6820217967033386,True,18
2016-04-28,0.6797270774841309,True,15
2016-04-29,0.6876288652420044,True,18
2016-05-02,0.6980648040771484,True,19
2016-05-03,0.6898868083953857,True,17
2016-05-04,0.6859095692634583,True,18
2016-05-05,0.6852529644966125,True,18
2016-05-06,0.6911432147026062,True,18
2016-05-09,0.68011075258255,True,17
2016-05-10,0.6716598868370056,True,18
2016-05-11,0.6797184944152832,True,18
2016-05-12,0.6979589462280273,True,19
2016-05-13,0.660183846950531,True,14
2016-05-16,0.6603246927261353,True,15
2016-05-17,0.6606867909431458,True,16
2016-05-18,0.6637843251228333,True,14
2016-05-19,0.6590772271156311,True,15
2016-05-20,0.6599114537239075,True,15
2016-05-23,0.6602133512496948,True,14
2016-05-24,0.6623099446296692,True,13
2016-05-25,0.6610690951347351,True,16
2016-05-26,0.655300498008728,True,14
2016-05-27,0.6548280715942383,True,13
2016-05-31,0.6552861332893372,True,13
2016-06-01,0.6551606059074402,True,15
2016-06-02,0.6569178104400635,True,12
2016-06-03,0.6595122218132019,True,12
2016-06-06,0.6584609746932983,True,15
2016-06-07,0.6576699018478394,True,14
2016-06-08,0.6600707769393921,True,13
2016-06-09,0.6601375341415405,True,14
2016-06-10,0.6587266325950623,True,13
2016-06-13,0.6566839814186096,True,12
2016-06-14,0.6839369535446167,True,18
2016-06-15,0.682933509349823,True,17
2016-06-16,0.6810989379882812,True,18
2016-06-17,0.7472277283668518,True,21
2016-06-20,0.7545880675315857,True,21
2016-06-21,0.7464488744735718,True,24
2016-06-22,0.7371960878372192,True,23
2016-06-23,0.7518316507339478,True,23
2016-06-24,0.6577436923980713,True,17
2016-06-27,0.6571326851844788,True,14
2016-06-28,0.6585793495178223,True,14
2016-06-29,0.6585564613342285,True,13
2016-06-30,0.6570414900779724,True,14
2016-07-01,0.6563921570777893,True,16
2016-07-05,0.657647967338562,True,15
2016-07-06,0.6589897274971008,True,13
2016-07-07,0.6646589636802673,True,16
2016-07-08,0.6786361336708069,True,18
2016-07-11,0.6873841881752014,True,18
2016-07-12,0.690941572189331,True,18
2016-07-13,0.6801468133926392,True,17
2016-07-14,0.7328684329986572,True,21
2016-07-15,0.6942956447601318,True,19
2016-07-18,0.6726174354553223,True,17
2016-07-19,0.6821098327636719,True,18
2016-07-20,0.7058742642402649,True,18
2016-07-21,0.6823632121086121,True,16
2016-07-22,0.7005305886268616,True,18
2016-07-25,0.711997389793396,True,20
2016-07-26,0.6700655221939087,True,16
2016-07-27,0.6665137410163879,True,13
2016-07-28,0.6668692231178284,True,16
2016-07-29,0.6737248301506042,True,17
2016-08-01,0.6709574460983276,True,14
2016-08-02,0.6697984337806702,True,15
2016-08-03,0.6665250062942505,True,14
2016-08-04,0.6687520742416382,True,15
2016-08-05,0.675193190574646,True,16
2016-08-08,0.6923394203186035,True,19
2016-08-09,0.6912683844566345,True,18
2016-08-10,0.6944113373756409,True,17
2016-08-11,0.6923399567604065,True,15
2016-08-12,0.6835389137268066,True,19
2016-08-15,0.6784077286720276,True,16
2016-08-16,0.675527811050415,True,15
2016-08-17,0.6716592907905579,True,16
2016-08-18,0.6889724135398865,True,16
2016-08-19,0.6797561049461365,True,16
2016-08-22,0.6777843832969666,True,16
2016-08-23,0.6823563575744629,True,15
2016-08-24,0.6631892323493958,True,17
2016-08-25,0.6857918500900269,True,19
2016-08-26,0.6931577920913696,True,16
2016-08-29,0.6798577904701233,True,17
2016-08-30,0.7016803622245789,True,19
2016-08-31,0.679278552532196,True,18
2016-09-01,0.6666698455810547,True,16
2016-09-02,0.6696441173553467,True,15
2016-09-06,0.6795358061790466,True,16
2016-09-07,0.6731964349746704,True,16
2016-09-08,0.7104629278182983,True,20
2016-09-09,0.6696175336837769,True,18
2016-09-12,0.6594796180725098,True,16
2016-09-13,0.6618582606315613,True,14
2016-09-14,0.6558836102485657,True,16
2016-09-15,0.6536237001419067,True,13
2016-09-16,0.6537706851959229,True,15
2016-09-19,0.6537082195281982,True,13
2016-09-20,0.6529852151870728,True,13
2016-09-21,0.6560254693031311,True,13
2016-09-22,0.6535454988479614,True,13
2016-09-23,0.6536549925804138,True,13
2016-09-26,0.6529539823532104,True,13
2016-09-27,0.6509636640548706,True,12
2016-09-28,0.6513448357582092,True,13
2016-09-29,0.6524989604949951,True,14
2016-09-30,0.6567677855491638,True,16
2016-10-03,0.6610832214355469,True,16
2016-10-04,0.658117413520813,True,15
2016-10-05,0.6579891443252563,True,14
2016-10-06,0.6588746309280396,True,15
2016-10-07,0.6562581062316895,True,13
2016-10-10,0.6626847386360168,True,16
2016-10-11,0.6688843965530396,True,13
2016-10-12,0.6674410700798035,True,14
2016-10-13,0.6761744618415833,True,14
2016-10-14,0.6885954737663269,True,18
2016-10-17,0.6887009143829346,True,16
2016-10-18,0.6850531697273254,True,15
2016-10-19,0.6942237019538879,True,17
2016-10-20,0.6877783536911011,True,16
